**********TEST ON************************Sun Also Rises**************('[0.9999246]', 'book i ? 1 ? ? was once ? ? ? of ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00010324]', 'you have no pity ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00128612]', 'say something pitiful ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “not so bad ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? better ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[5.6385994e-05]', 'now why is ? pitiful be ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” he took a big ? of coffee ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00030231]', '“aw hell ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? too early in the morning ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “there you go ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99957013]', 'and you claim you want to be a ? too ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? only a newspaper man ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[3.796816e-05]', 'an ? newspaper man ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00010324]', 'you ought to be ironical the minute you get out of bed ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00010324]', 'you ought to wake up with your mouth full of pity ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “go on ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[3.6597252e-05]', '“who did you get this stuff from ” ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? you read ? you ever see anybody you know what you are ? an ? ? ? ? ? ? ? ? ? ?')
('[1.898408e-05]', 'why ? you live in new york then ? know these things ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.991156]', 'what do you want me to do come over here and tell you every year ” “take some more coffee ” i said ? ?')
('[1.8119812e-05]', '“good ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.0461807]', 'coffee is good for you ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? the ? in it ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? we are here ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? puts a man on her horse and a woman in his grave ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00010324]', 'you know ? the trouble with you ? an ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[3.260374e-05]', 'one of the worst type ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? you heard that nobody that ever left their own country ever wrote anything worth ? ? ? ? ? ? ? ? ? ?')
('[7.545948e-05]', 'not even in the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” he drank the coffee ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? an ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? lost touch with the soil ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00010324]', 'you get precious ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? standards have ? you ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00010324]', 'you drink yourself to death ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00010324]', 'you become ? by ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00010324]', 'you spend all your time talking not working ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00010324]', 'you are an ? see you hang around ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “it sounds like a swell life ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00015315]', '“when do i work ” “you ? work ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[3.260374e-05]', 'one group ? women support you ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7821789e-05]', 'another group ? ? impotent ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “no ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“i just had an ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “never mention that ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? the sort of thing that ? be spoken of ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? what you ought to work up into a mystery ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.3424625e-05]', 'like ? bicycle ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” he had been going splendidly but he stopped ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i was afraid he thought he had hurt me with that crack about being impotent ? ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i wanted to start him again ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7940998e-05]', '“it ? a bicycle ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '“he was riding horseback ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “i heard it was a ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “well ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00125134]', '“a ? is sort of like a ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the ? works the same way ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “but you ? ? it ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “no ” i said “i guess you ? ? it ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? lay off that ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.2657814]', '“all right ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i was just standing up for the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “i think ? a good ? too ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7821789e-05]', '“and ? a hell of a good guy ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9925964]', 'anybody ever tell you you were a good guy ” ? not a good guy ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? a hell of a good guy and ? fonder of you than anybody on earth ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i ? tell you that in new york ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? mean i was a faggot ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'that was what the civil war was about ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? was a faggot ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he was in love with general grant ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9820455]', 'so was ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? just ? the ? on a bet ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the ? ? case was framed by the ? saloon league ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? it all ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the ? lady and ? ? are ? under their skin ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” he stopped ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? to hear some more ” ? ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“i ? know any more ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[3.4570694e-05]', 'tell you some more at lunch ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “old bill ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7821789e-05]', '“you ? ” we packed the lunch and two bottles of wine in the ? and bill put it on ? ? ? ? ?')
('[0.9542121]', 'i carried the ? case and the ? ? ? over my back ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.6497225]', 'then went across a ? and found a path that crossed the fields and went toward the woods on the slope of the first hill')
('[0.00048298]', 'we walked across the fields on the sandy path ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the fields were rolling and grassy and the grass was short from the ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the cattle were up in the hills ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00048298]', 'we heard their bells in the woods ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the path crossed a stream on a foot log ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the log was ? off and there was a sapling bent across for a rail ? ? ? ? ? ? ? ? ? ?')
('[0.9372498]', 'in the flat pool beside the stream ? spotted the sand ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00048298]', 'we went up a steep bank and across the rolling fields ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99992454]', 'looking back we saw ? white houses and red roofs and the white road with a truck going along it and the dust rising ?')
('[1.7881393e-05]', 'beyond the fields we crossed another faster flowing stream ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9962807]', 'a sandy road led down to the ? and beyond into the woods ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the path crossed the stream on another foot log below the ? and joined the road and we went into the woods ? ? ?')
('[2.5957823e-05]', 'it was a ? wood and the trees were very old ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.925141]', 'their roots ? above the ground and the branches were twisted ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99937725]', 'walked on the road between the thick trunks of the old ? and the sunlight came through the leaves in light patches on the grass')
('[0.00783637]', 'the trees were big and the foliage was thick but it was not gloomy ? ? ? ? ? ? ? ? ? ? ?')
('[0.0001685]', 'there was no ? only the smooth grass very green and fresh and the big gray trees well ? as though it were a park')
('[1.8447638e-05]', '“this is country ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the road went up a hill and we got into thick woods and the road kept on climbing ? ? ? ? ? ? ?')
('[1.8388033e-05]', 'sometimes it ? down but rose again ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.01575255]', 'all the time we heard the cattle in the woods ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.0593405e-05]', 'finally the road came out on the top of the hills ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9611654]', 'were on the top of the height of land that was the highest part of the range of ? hills we had seen from ?')
('[0.0001685]', 'there were wild ? growing on the sunny side of the ridge in a little ? in the trees ? ? ? ? ? ?')
('[3.0577183e-05]', 'ahead the road came out of the forest and went along the shoulder of the ridge of hills ? ? ? ? ? ? ?')
('[0.00783637]', 'the hills ahead were not ? and there were great fields of yellow ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00015455]', 'way off we saw the steep bluffs dark with trees and ? with gray stone that marked the course of the ? river ? ?')
('[0.7293782]', 'ridge cross these hills go through the woods on the far hills and come down to the ? valley ” i pointed out to bill')
('[0.18742159]', '? a hell of a ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? too far to go and fish and come back the same day comfortably ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? a nice word ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? have to go like hell to get there and back and have any fishing at all ? ? ? ? ? ? ? ?')
('[0.9611654]', 'were tired when we came down the steep road that led out of the ? hills into the valley of the ? de la ?')
('[0.00783637]', 'the road came out from the shadow of the woods into the hot sun ? ? ? ? ? ? ? ? ? ? ?')
('[3.0577183e-05]', 'ahead was a river valley ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7881393e-05]', 'beyond the river was a steep hill ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.0001685]', 'there was a field of ? on the hill ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00048298]', 'we saw a white house under some trees on the hillside ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was very hot and we stopped under some trees beside a ? that crossed the river ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the pack against one of the trees and we jointed up the ? put on the reels tied on ? and got ready to fish')
('[0.18742159]', '? sure this thing has trout in it ” bill asked ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? full of them ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? going to fish a fly ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00010324]', 'you got any ? ” ? some in there ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “you going to fish ? ” ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? going to fish the ? here ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “well ? take the fly book then ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” he tied on a fly ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? i better go up or down ” ? is the best ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? plenty up above too ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” bill went down the bank ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.8656254e-05]', '“take a worm can ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “no i ? want one ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9995959]', 'if they ? take a fly ? just ? it around ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” bill was down below watching the stream ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00208741]', '“say ” he called up against the noise of the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.1576881e-05]', '“how about putting the wine in that spring up the road ” “all right ” i shouted ? ? ? ? ? ? ? ?')
('[1.835823e-05]', 'bill waved his hand and started down the stream ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[5.4717064e-05]', 'two wine bottles in the pack and carried them up the road to where the water of a spring ? out of an iron pipe')
('[0.0001685]', 'there was a board over the spring and i lifted it and knocking the corks firmly into the bottles lowered them down into the water')
('[2.5957823e-05]', 'it was so cold my hand and wrist felt ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i put back the slab of wood and hoped nobody would find the wine ? ? ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i got my ? that was leaning against the tree took the ? can and ? net and walked out onto the ? ? ?')
('[2.5957823e-05]', 'it was built to provide a head of water for driving logs ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.622097]', 'was up and i sat on one of the squared ? and watched the smooth apron of water before the river tumbled into the falls')
('[0.9372498]', 'in the white water at the foot of the ? it was deep ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9806812]', 'as i ? up a trout shot up out of the white water into the falls and was carried down ? ? ? ? ?')
('[0.9985119]', 'before i could finish ? another trout jumped at the falls making the same lovely ? and ? into the water that was thundering down')
('[0.9542121]', 'i put on a good sized ? and dropped into the white water close to the edge of the ? of the ? ? ?')
('[0.9542121]', 'i did not feel the first trout strike ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99957013]', 'and ? the ? almost double out of the boiling water at the foot of the falls and swung him up and onto the ?')
('[0.622097]', 'was a good trout and i banged his head against the timber so that he quivered out straight and then slipped him into my bag')
('[0.98765063]', 'while i had him on several trout had jumped at the falls ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9806812]', 'as soon as i ? up and dropped in again i ? another and brought him in the same way ? ? ? ? ?')
('[0.9372498]', 'in a little while i had six ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they were all about the same size ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i laid them out side by side all their heads pointing the same way and looked at them ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they were beautifully colored and firm and hard from the cold water ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was a hot day so i ? them all and ? out the ? ? and all and tossed them over across the river')
('[0.9372498]', 'in the bag three trout on a layer of ? then another layer of ? then three more trout and then covered them with ?')
('[6.681681e-05]', 'they looked nice in the ? and now the bag was ? and i put it in the shade of the tree ? ? ?')
('[0.00783637]', 'the bag and got a book out of the pack and settled down under the tree to read until bill should come up for lunch')
('[0.98091286]', 'little past noon and there was not much shade but i sat against the trunk of two of the trees that grew together and read')
('[0.00783637]', 'the book was something by a ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99970186]', 'e ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.95128244]', 'exactly for his body to come out on the ? while her true love waited too and they were still waiting when bill came up')
('[0.00102106]', '“get any ” he asked ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he had his ? and his bag and his net all in one hand and he was sweating ? ? ? ? ? ? ?')
('[0.9542121]', 'i ? heard him come up because of the noise from the ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.64865667]', '“six ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.991156]', 'what did you get ” bill sat down opened up his bag laid a big trout on the grass ? ? ? ? ? ?')
('[2.8669834e-05]', 'he took out three more each one a little bigger than the last and laid them side by side in the shade from the tree')
('[1.7940998e-05]', 'his face was ? and happy ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.1576881e-05]', '“how are yours ” ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? see them ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? packed ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “how big are they really ” ? all about the size of your ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? not holding out on me ” “i wish i were ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “get them all on ? ” “yes ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “you ? ? ” bill put the trout in the bag and started for the river swinging the open bag ? ? ? ?')
('[2.8669834e-05]', 'he was wet from the waist down and i knew he must have been ? the stream ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i walked up the road and got out the two bottles of wine ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they were cold ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00526181]', 'moisture ? on the bottles as i walked back to the trees ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i spread the lunch on a newspaper and ? one of the bottles and leaned the other against a tree ? ? ? ? ?')
('[1.835823e-05]', 'bill came up ? his hands his bag plump with ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? see that bottle ” he said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he pulled the cork and ? up the bottle and drank ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[5.3077936e-05]', '“whew that makes my eyes ache ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? try it ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” the wine was icy cold and ? faintly rusty ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? not such ? wine ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7821789e-05]', '“the cold helps it ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00048298]', 'we ? the little ? of lunch ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? hard boiled eggs ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? any salt ” ? the ? ” said bill ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.1964312e-05]', '“then the chicken ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[3.0010939e-05]', 'even ? could see that ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? dead ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i read it in the paper yesterday ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “no ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[7.545948e-05]', 'not really ” “yes ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? dead ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” bill laid down the ? he was ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ” he said and ? a ? from a piece of newspaper ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“i ? the order ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.6912793]', 'for ? sake ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
